CA USA,7/29/2016 18:05,USFE_043,2,Error,Failed to start a process,MSSQL,OS:Video
CA USA,7/29/2016 18:05,USFE_029,1,Error,Failed to start a process,,
CA USA,7/29/2016 18:05,USFE_044,1,Resource,System disk out of space,RivaTuner,Business Ops:log
CA USA,7/29/2016 18:05,USFE_044,1,Resource,Deamon limit exceeded - Stopping,RivaTuner,Business Ops:log
CA USA,7/29/2016 18:05,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:10,USFE_037,1,Error,Email Alert BPM,Email Tracker,External IT Services:Management
CA USA,7/29/2016 18:10,USFE_045,1,Resource,DB Event 4740,,
CA USA,7/29/2016 18:10,USFE_046,1,KPI,SQL Erorr Event 5,SQL,OS:Video
CA USA,7/29/2016 18:10,USFE_047,2,Error,Web Site discovery failure,Bitstream,Internal IT Services:Communications
CA USA,7/29/2016 18:10,USFE_032,1,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 18:10,USFE_006,1,Error,Failed to run a WMI query,XMind,OS:Download
CA USA,7/29/2016 18:10,USFE_007,1,Error,Failed for QM events,File Share Services,OS:Download
CA USA,7/29/2016 18:10,USFE_023,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:10,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 18:10,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 18:10,USFE_026,1,Error,Failed to run a deamon on cloud,DoorKeeper,Online Ecom:Risk 
CA USA,7/29/2016 18:10,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:15,USFE_048,1,KPI,Latency limit reached,,
CA USA,7/29/2016 18:15,USFE_002,1,Error,Bot EBE error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 18:15,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:15,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:15,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:15,USFE_051,1,Resource,ROM keybeats,Populus 5.5,Business Ops:log
CA USA,7/29/2016 18:15,USFE_052,1,Resource,ROM keybeats,Populus 5.5,Business Ops:log
CA USA,7/29/2016 18:15,USFE_016,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:15,USFE_017,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 18:15,USFE_053,4,Error,Request Monitoring R monitoring Error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 18:15,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:15,USFE_027,1,Error,Failed to run a query in SQL server,Platform Database Service,OS:Video
CA USA,7/29/2016 18:15,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:20,USFE_054,1,Resource,DB Event 2544,MSSQL,External IT Services:Database
CA USA,7/29/2016 18:20,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:20,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:20,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:20,USFE_028,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 18:20,USFE_029,1,Error,Failed to start a process,,
CA USA,7/29/2016 18:20,USFE_030,1,Resource,Total Device Utilization Percentage is too high,Diaspora,BIM:Development
CA USA,7/29/2016 18:20,USFE_055,1,Resource,Total Device Utilization Percentage is too high,SQL,OS:Video
CA USA,7/29/2016 18:20,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 18:20,USFE_053,8,Error,Request Monitoring R monitoring Error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 18:20,USFE_026,1,Error,Failed to run a query in SQL server,DoorKeeper,Online Ecom:Risk 
CA USA,7/29/2016 18:20,USFE_011,1,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:20,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:25,USFE_056,1,Error,Service TTS down,OpenBroadcaster,Business Ops:log
CA USA,7/29/2016 18:25,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:25,USFE_057,1,Resource,DBT SQL job found to be long-running longer than x seconds,Diaspora,BIM:Development
CA USA,7/29/2016 18:25,USFE_020,9,Error,def ML Warning 3,,
CA USA,7/29/2016 18:25,USFE_020,9,Error,def ML Warning 6,,
CA USA,7/29/2016 18:25,USFE_058,2,Error,Web Site discovery failure,Bitstream,Internal IT Services:Communications
CA USA,7/29/2016 18:25,USFE_059,1,Error,Web Site discovery failure,Bitstream,Internal IT Services:Communications
CA USA,7/29/2016 18:25,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:25,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:25,USFE_032,1,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 18:25,USFE_016,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:25,USFE_060,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:25,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 18:25,USFE_024,1,Error,Failed to start a process,Bitkeeper,IE Monitoring:QA
CA USA,7/29/2016 18:25,USFE_030,1,Resource,Total Device Utilization Percentage is too high,Diaspora,BIM:Development
CA USA,7/29/2016 18:25,USFE_025,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 18:25,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 18:25,USFE_034,1,Error,Failed to run a query in SQL server,SQL,Platform:US
CA USA,7/29/2016 18:25,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:25,USFE_035,1,Error,Failed to run a query in SQL server,MacPaint,OS:Video
CA USA,7/29/2016 18:25,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:30,USFE_061,1,Error,Work item time out,Toonz,External IT Services:Management
CA USA,7/29/2016 18:30,USFE_019,1,Resource,DB Event 2300,,
CA USA,7/29/2016 18:30,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:30,USFE_020,6,Error,def ML Warning 3,,
CA USA,7/29/2016 18:30,USFE_020,6,Error,def ML Warning 6,,
CA USA,7/29/2016 18:30,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:30,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:30,USFE_032,1,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 18:30,USFE_006,1,Error,Failed to run a WMI query,XMind,OS:Download
CA USA,7/29/2016 18:30,USFE_007,1,Error,Failed for QM events,File Share Services,OS:Download
CA USA,7/29/2016 18:30,USFE_023,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:30,USFE_062,1,Error,Failed to start a process,Plumi,Business Ops:log
CA USA,7/29/2016 18:30,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 18:30,USFE_011,1,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:30,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:35,USFE_063,1,Resource,System free space low,Hadoop,Business Ops:Feature
CA USA,7/29/2016 18:35,USFE_001,1,Error,File manager time out,Toonz,External IT Services:Management
CA USA,7/29/2016 18:35,USFE_002,1,Error,Bot EBE error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 18:35,USFE_064,1,Resource,DB Event 2300,,
CA USA,7/29/2016 18:35,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:35,USFE_065,1,Error,DB Event 4252,.NET Framework,Platform:database
CA USA,7/29/2016 18:35,USFE_066,1,Resource,DB Event 4740,SQL,OS:Video
CA USA,7/29/2016 18:35,USFE_067,1,Resource,DB Event 4740,SQL,OS:Video
CA USA,7/29/2016 18:35,USFE_020,1,Error,def ML Warning 3,,
CA USA,7/29/2016 18:35,USFE_020,1,Error,def ML Warning 6,,
CA USA,7/29/2016 18:35,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:35,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:35,USFE_068,2,Resource,Logic disk is low,MSSQL,External IT Services:Database
CA USA,7/29/2016 18:35,USFE_016,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:35,USFE_017,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 18:35,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 18:35,USFE_055,1,Resource,Total Device Utilization Percentage is too high,SQL,OS:Video
CA USA,7/29/2016 18:35,USFE_053,4,Error,Request Monitoring R monitoring Error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 18:35,USFE_069,2,Error,Failed to start a process or script,R Statistics 64 bit 3.2.1,External IT Services:Management
CA USA,7/29/2016 18:35,USFE_031,1,Error,Failed to run a deamon on cloud,,OS:Database
CA USA,7/29/2016 18:35,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:40,USFE_002,1,Error,Bot EBE error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 18:40,USFE_070,1,Error,Alert Reset failure,Gnopernicus,Business Ops:log
CA USA,7/29/2016 18:40,USFE_066,1,Resource,DB Event 4740,SQL,OS:Video
CA USA,7/29/2016 18:40,USFE_067,1,Resource,DB Event 4740,SQL,OS:Video
CA USA,7/29/2016 18:40,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:40,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:40,USFE_071,2,Error,VM guest file systems are running out of disk space,Mosa VM,User Tracking:Infrastructurue
CA USA,7/29/2016 18:40,USFE_029,1,Error,Failed to start a process,,
CA USA,7/29/2016 18:40,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 18:40,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:45,USFE_072,1,Resource,Worker process is unresponsive,Admin Tools,Internal IT Services:Data Recoverary
CA USA,7/29/2016 18:45,USFE_073,1,Resource,SQL Erorr Event 12,MSSQL,Ecom:Service
CA USA,7/29/2016 18:45,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:45,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:45,USFE_074,1,Error,VM guest file systems are running out of disk space,Netscape Enterprise Server,Online Transactions:Fraud
CA USA,7/29/2016 18:45,USFE_032,1,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 18:45,USFE_023,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:45,USFE_016,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 18:45,USFE_025,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 18:45,USFE_033,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 18:45,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:45,USFE_027,1,Error,Failed to run a query in SQL server,Platform Database Service,OS:Video
CA USA,7/29/2016 18:45,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:50,USFE_002,1,Error,Bot EBE error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 18:50,USFE_075,1,Error,Service TTS down,OpenBroadcaster,Business Ops:log
CA USA,7/29/2016 18:50,USFE_064,1,Resource,DB Event 2300,,
CA USA,7/29/2016 18:50,USFE_054,1,Resource,DB Event 2544,MSSQL,External IT Services:Database
CA USA,7/29/2016 18:50,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:50,USFE_073,1,Resource,SQL Erorr Event 12,MSSQL,Ecom:Service
CA USA,7/29/2016 18:50,USFE_020,4,Error,def ML Warning 3,,
CA USA,7/29/2016 18:50,USFE_020,3,Error,def ML Warning 6,,
CA USA,7/29/2016 18:50,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:50,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:50,USFE_071,2,Error,VM guest file systems are running out of disk space,Mosa VM,User Tracking:Infrastructurue
CA USA,7/29/2016 18:50,USFE_032,1,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 18:50,USFE_006,1,Error,Failed to run a WMI query,XMind,OS:Download
CA USA,7/29/2016 18:50,USFE_007,1,Error,Failed for QM events,File Share Services,OS:Download
CA USA,7/29/2016 18:50,USFE_017,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 18:50,USFE_029,1,Error,Failed to start a process,,
CA USA,7/29/2016 18:50,USFE_011,1,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:50,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:55,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:55,USFE_073,1,Resource,SQL Erorr Event 10,,
CA USA,7/29/2016 18:55,USFE_020,1,Error,def ML Warning 6,,
CA USA,7/29/2016 18:55,USFE_049,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:55,USFE_050,2,KPI,Surp avaialbility,,
CA USA,7/29/2016 18:55,USFE_032,1,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 18:55,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 18:55,USFE_030,1,Resource,Total Device Utilization Percentage is too high,Diaspora,BIM:Development
CA USA,7/29/2016 18:55,USFE_025,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 18:55,USFE_033,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 18:55,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 18:55,USFE_034,1,Error,Failed to run a query in SQL server,SQL,Platform:US
CA USA,7/29/2016 18:55,USFE_026,1,Error,Failed to run a query in SQL server,DoorKeeper,Online Ecom:Risk 
CA USA,7/29/2016 18:55,USFE_011,3,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:55,USFE_035,1,Error,Failed to run a query in SQL server,MacPaint,OS:Video
CA USA,7/29/2016 18:55,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 19:00,USFE_076,2,Resource,Worker process is unresponsive,Discourse,BIM:Log
CA USA,7/29/2016 19:00,USFE_019,1,Resource,DB Event 2300,,
CA USA,7/29/2016 19:00,USFE_073,1,Resource,SQL Erorr Event 12,,
CA USA,7/29/2016 19:00,USFE_077,1,Error,Web Site discovery failure,XMing X-Windows Client,Platform:ASIA
CA USA,7/29/2016 19:00,USFE_032,1,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 19:00,USFE_023,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 19:00,USFE_060,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 19:00,USFE_029,1,Error,Failed to start a process,,
CA USA,7/29/2016 19:00,USFE_055,1,Resource,Total Device Utilization Percentage is too high,SQL,OS:Video
CA USA,7/29/2016 19:00,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 19:00,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 19:05,USFE_064,1,KPI,DB Event 2788,,
CA USA,7/29/2016 19:05,USFE_078,1,Resource,DB Event 4496,,
CA USA,7/29/2016 19:05,USFE_079,1,Error,SQL Agent Job Failure (25) ,SQL,OS:Video
CA USA,7/29/2016 19:05,USFE_080,1,Resource,SQL connection Requests,,
CA USA,7/29/2016 19:05,USFE_081,2,Error,VM guest file systems are running out of disk space,Eucalyptus (computing),Ecom:Feature
CA USA,7/29/2016 19:05,USFE_006,1,Error,Failed to run a WMI query,XMind,OS:Download
CA USA,7/29/2016 19:05,USFE_007,1,Error,Failed for QM events,File Share Services,OS:Download
CA USA,7/29/2016 19:05,USFE_017,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 19:05,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 19:05,USFE_082,1,Error,Script failed to run,SQL,IE Monitoring:log
CA USA,7/29/2016 19:05,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 19:05,USFE_031,1,Error,Failed to run a deamon on cloud,,OS:Database
CA USA,7/29/2016 19:05,USFE_011,1,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 19:10,USFE_064,1,Resource,DB Event 2300,,
CA USA,7/29/2016 19:10,USFE_020,2,Error,def ML Warning 3,,
CA USA,7/29/2016 19:10,USFE_020,2,Error,def ML Warning 6,,
CA USA,7/29/2016 19:10,USFE_083,1,Error,Script failed to run,MSSQL,OS:Video
CA USA,7/29/2016 19:10,USFE_030,1,Resource,Total Device Utilization Percentage is too high,Diaspora,BIM:Development
CA USA,7/29/2016 19:10,USFE_033,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 19:10,USFE_055,1,Resource,Total Device Utilization Percentage is too high,SQL,OS:Video
CA USA,7/29/2016 19:10,USFE_084,1,Resource,Total Device Utilization Percentage is too high,MSSQL,External IT Services:Database
CA USA,7/29/2016 19:10,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 19:10,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 19:15,USFE_002,1,Error,Bot EBE error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 19:15,USFE_019,1,Resource,DB Event 2300,MSSQL,OS:Video
CA USA,7/29/2016 19:15,USFE_064,1,Resource,DB Event 2300,MSSQL,External IT Services:Database
CA USA,7/29/2016 19:15,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 19:15,USFE_085,1,Error,Web Site discovery failure,Bitstream,Internal IT Services:Communications
CA USA,7/29/2016 19:15,USFE_086,1,Resource,Logic disk is low,MSSQL,Ecom:Service
CA USA,7/29/2016 19:15,USFE_051,1,Resource,ROM keybeats,Populus 5.5,Business Ops:log
CA USA,7/29/2016 19:15,USFE_052,1,Resource,ROM keybeats,Populus 5.5,Business Ops:log
CA USA,7/29/2016 19:15,USFE_032,1,Error,VM guest file systems are running out of disk space,,
